OCCUR_DATE,BORO,LOCATION_DESC,STATISTICAL_MURDER_FLAG,Latitude,Longitude,zipcode
07/20/2018,QUEENS,PVT HOUSE,False,40.68137904,-73.82178549,11419
07/20/2018,MANHATTAN,,False,40.80375306,-73.9558619,10026
07/20/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.68376548,-73.97098738,11205
07/20/2018,QUEENS,,False,40.67888171,-73.79355283,11436
07/21/2018,BROOKLYN,,False,40.69000817,-73.94378549,11206
07/21/2018,QUEENS,,False,40.7549871,-73.92884875,11106
07/21/2018,QUEENS,,False,40.7549871,-73.92884875,11106
07/22/2018,BROOKLYN,,False,40.66416223,-73.94681592,11225
07/22/2018,QUEENS,,False,40.70600257,-73.74446901,11429
07/22/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.86308916,-73.86016149,10467
07/22/2018,BROOKLYN,,False,40.65219716,-73.94106174,11225
07/22/2018,BRONX,,False,40.87686609,-73.85924319,10469
07/23/2018,QUEENS,,False,40.67278907,-73.7736514,11434
07/23/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,False,40.79908688,-73.94761966,10026
07/23/2018,MANHATTAN,,False,40.86300382,-73.92425452,10040
07/24/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.70473195,-73.94018959,11206
07/25/2018,BROOKLYN,,False,40.68440889,-73.91748661,11233
07/25/2018,BRONX,MULTI DWELL - APT BUILD,False,40.84418775,-73.91264861,10453
07/26/2018,BROOKLYN,,False,40.69597833,-73.91336163,11237
07/26/2018,BROOKLYN,,True,40.69597833,-73.91336163,11237
07/26/2018,BROOKLYN,,True,40.69597833,-73.91336163,11237
07/26/2018,BROOKLYN,,False,40.69597833,-73.91336163,11237
07/28/2018,QUEENS,,False,40.67563228,-73.82222085,11420
07/28/2018,BROOKLYN,,False,40.67405822,-73.89019227,11207
07/28/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.57916181,-74.00037111,11224
07/28/2018,BRONX,,False,40.83506059,-73.92613952,10452
07/28/2018,BROOKLYN,,False,40.67966381,-73.88555669,11207
07/28/2018,BROOKLYN,,False,40.59989135,-73.93695546,11229
07/29/2018,QUEENS,MULTI DWELL - PUBLIC HOUS,False,40.77445643,-73.932563,11102
07/29/2018,MANHATTAN,,True,40.81480348,-73.95628448,10115
07/29/2018,BROOKLYN,,False,40.6803462,-73.93003637,11233
07/29/2018,QUEENS,MULTI DWELL - PUBLIC HOUS,False,40.76078102,-73.9341446,11106
07/29/2018,BRONX,PVT HOUSE,False,40.87689136,-73.84133305,10469
07/29/2018,BROOKLYN,,False,40.67865946,-73.91205783,11233
07/29/2018,QUEENS,MULTI DWELL - PUBLIC HOUS,False,40.76078102,-73.9341446,11106
07/29/2018,QUEENS,PVT HOUSE,False,40.68826979,-73.76459757,11412
07/29/2018,BRONX,PVT HOUSE,False,40.87689136,-73.84133305,10469
07/30/2018,QUEENS,MULTI DWELL - APT BUILD,True,40.76718901,-73.92689439,11102
07/30/2018,QUEENS,MULTI DWELL - APT BUILD,True,40.76718901,-73.92689439,11102
07/30/2018,QUEENS,MULTI DWELL - APT BUILD,True,40.76718901,-73.92689439,11102
07/31/2018,QUEENS,,False,40.75017889,-73.94095837,10044
07/31/2018,BRONX,,True,40.85917289,-73.90940992,10453
07/31/2018,MANHATTAN,,False,40.79677134,-73.94509646,10026
07/31/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.66626397,-73.90547026,11212
07/31/2018,BRONX,,False,40.85558861,-73.90237706,10457
07/31/2018,BRONX,,False,40.85558861,-73.90237706,10457
07/31/2018,MANHATTAN,,False,40.79677134,-73.94509646,10026
08/02/2018,QUEENS,,False,40.67702316,-73.78853042,11434
08/03/2018,BROOKLYN,,False,40.65571933,-73.94525826,11225
08/03/2018,BROOKLYN,,False,40.69299969,-73.95582704,11205
08/03/2018,BRONX,,False,40.84370144,-73.92439644,10452
08/03/2018,BRONX,,True,40.83377743,-73.91843043,10452
08/04/2018,BRONX,,False,40.83952403,-73.92049015,10452
08/04/2018,BRONX,,False,40.82280356,-73.90032639,10456
08/04/2018,STATEN ISLAND,,False,40.63523459,-74.11462536,10310
08/04/2018,BRONX,,False,40.81748085,-73.90308033,10455
08/05/2018,BROOKLYN,,False,40.68874453,-73.9449855,11216
08/05/2018,QUEENS,,False,40.60680177,-73.75682572,11691
08/05/2018,BROOKLYN,,False,40.69093872,-73.92915667,11221
08/05/2018,BROOKLYN,,False,40.68414442,-73.94262177,11216
08/05/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,False,40.79241056,-73.97242819,10024
08/05/2018,BROOKLYN,HOSPITAL,False,40.69033068,-73.94095299,11221
08/05/2018,QUEENS,,False,40.60680177,-73.75682572,11691
08/05/2018,QUEENS,MULTI DWELL - PUBLIC HOUS,False,40.75493447,-73.91038997,11103
08/05/2018,BRONX,,False,40.80522522,-73.91474738,10455
08/06/2018,BROOKLYN,,False,40.6944925,-73.9373445,11206
08/06/2018,BROOKLYN,,False,40.69908846,-73.98299274,11240
08/06/2018,BROOKLYN,,False,40.66923552,-73.89619791,11207
08/07/2018,BRONX,,False,40.83976697,-73.91472051,10452
08/07/2018,BRONX,,False,40.83976697,-73.91472051,10452
08/08/2018,STATEN ISLAND,,False,40.63705275,-74.08263697,10301
08/08/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.68859569,-73.94953529,11216
08/09/2018,MANHATTAN,,False,40.82311764,-73.95433403,10031
08/09/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.83263068,-73.88844356,10459
08/09/2018,STATEN ISLAND,MULTI DWELL - APT BUILD,False,40.63953612,-74.0873037,10301
08/09/2018,MANHATTAN,,False,40.82311764,-73.95433403,10031
08/11/2018,BRONX,FAST FOOD,False,40.80791834,-73.91901593,10454
08/11/2018,BROOKLYN,HOSPITAL,False,40.70443282,-73.91792821,11237
08/11/2018,BROOKLYN,,False,40.6449792,-73.94506032,11203
08/11/2018,QUEENS,RESTAURANT/DINER,False,40.70531282,-73.79529396,11433
08/11/2018,BROOKLYN,MULTI DWELL - APT BUILD,False,40.67111178,-73.91356359,11233
08/12/2018,BRONX,TELECOMM. STORE,False,40.84617366,-73.920149,10452
08/12/2018,QUEENS,,False,40.70398726,-73.77292986,11423
08/12/2018,BROOKLYN,,False,40.69687492,-73.98231375,11240
08/13/2018,BROOKLYN,,False,40.67729374,-73.96254676,11238
08/13/2018,MANHATTAN,,False,40.83785807,-73.93638551,10032
08/13/2018,MANHATTAN,,False,40.86476017,-73.92282647,10034
08/14/2018,MANHATTAN,,False,40.79779818,-73.94750713,10026
08/15/2018,BRONX,,False,40.8202619,-73.89787699,10459
08/15/2018,BROOKLYN,,False,40.62966569,-73.92412328,11203
08/16/2018,STATEN ISLAND,,False,40.63959983,-74.07597828,10301
08/16/2018,BRONX,,False,40.86473505,-73.9052329,10468
08/17/2018,BROOKLYN,,False,40.67499349,-73.91523493,11233
08/17/2018,BROOKLYN,,False,40.67499349,-73.91523493,11233
08/17/2018,BRONX,,False,40.82229857,-73.91169481,10456
08/18/2018,BRONX,BAR/NIGHT CLUB,False,40.86552949,-73.86008337,10467
08/18/2018,BRONX,BAR/NIGHT CLUB,True,40.86552949,-73.86008337,10467
08/18/2018,BRONX,BAR/NIGHT CLUB,False,40.86552949,-73.86008337,10467
08/18/2018,QUEENS,,True,40.59972588,-73.76100035,11691
08/18/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.66713489,-73.86697872,11208
08/18/2018,BRONX,BAR/NIGHT CLUB,True,40.86552949,-73.86008337,10467
08/18/2018,BRONX,BAR/NIGHT CLUB,True,40.86552949,-73.86008337,10467
08/18/2018,BRONX,BAR/NIGHT CLUB,False,40.86552949,-73.86008337,10467
08/18/2018,QUEENS,,True,40.68871735,-73.82636537,11419
08/18/2018,QUEENS,RESTAURANT/DINER,False,40.59814931,-73.76689807,11691
08/19/2018,BRONX,,False,40.82986896,-73.87947091,10472
08/19/2018,BROOKLYN,,False,40.64198635,-73.95054366,11203
08/19/2018,BROOKLYN,,False,40.65241198,-73.93725248,11225
08/19/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,True,40.71723196,-73.93825834,11211
08/20/2018,BROOKLYN,,False,40.67347453,-73.91815805,11233
08/20/2018,BRONX,,False,40.84147727,-73.91565392,10452
08/21/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.6985439,-73.94983723,11206
08/21/2018,BRONX,,False,40.80904253,-73.91369987,10455
08/22/2018,BRONX,,False,40.83175995,-73.89884246,10459
08/23/2018,BROOKLYN,,False,40.66600299,-73.95364925,11225
08/23/2018,BROOKLYN,,False,40.66600299,-73.95364925,11225
08/23/2018,BROOKLYN,MULTI DWELL - APT BUILD,False,40.67210088,-73.87111541,11208
08/24/2018,MANHATTAN,,False,40.80339363,-73.93814411,10037
08/24/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.81687149,-73.85068425,10473
08/25/2018,BRONX,,False,40.82552078,-73.92514766,10451
08/25/2018,BRONX,,False,40.83564859,-73.88561024,10459
08/25/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,True,40.79199779,-73.94971897,10029
08/25/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,True,40.79199779,-73.94971897,10029
08/25/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,False,40.79199779,-73.94971897,10029
08/25/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,False,40.79199779,-73.94971897,10029
08/25/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,True,40.79199779,-73.94971897,10029
08/25/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,False,40.79199779,-73.94971897,10029
08/26/2018,BRONX,,False,40.85583483,-73.89176062,10458
08/26/2018,QUEENS,,False,40.69753153,-73.79388389,11433
08/26/2018,QUEENS,MULTI DWELL - PUBLIC HOUS,True,40.76062678,-73.9360904,11106
08/26/2018,BRONX,,False,40.88066056,-73.86493438,10470
08/27/2018,BROOKLYN,,False,40.66801285,-73.91323394,11212
08/28/2018,BROOKLYN,,False,40.67164586,-73.95033646,11213
08/29/2018,MANHATTAN,,True,40.8249062,-73.94785317,10031
08/30/2018,BROOKLYN,,False,40.64008408,-73.94697744,11203
08/31/2018,MANHATTAN,,False,40.74088062,-73.98019574,10010
08/31/2018,MANHATTAN,,False,40.74088062,-73.98019574,10010
08/31/2018,QUEENS,,True,40.59799996,-73.76001582,11691
08/31/2018,BRONX,,True,40.88040123,-73.90375073,10463
09/01/2018,MANHATTAN,,True,40.86291984,-73.92281505,10040
09/01/2018,MANHATTAN,,False,40.86291984,-73.92281505,10040
09/02/2018,BROOKLYN,,True,40.68206789,-73.95414421,11216
09/02/2018,BROOKLYN,,False,40.68206789,-73.95414421,11216
09/02/2018,BROOKLYN,,False,40.6849277,-73.91623751,11233
09/03/2018,BROOKLYN,,False,40.65700552,-73.96019114,11226
09/03/2018,BROOKLYN,,False,40.65095757,-73.95586748,11226
09/03/2018,BRONX,,True,40.86934944,-73.90173564,10468
09/03/2018,BROOKLYN,,False,40.6747668,-73.95004326,11216
09/03/2018,BROOKLYN,,False,40.65784511,-73.95032872,11225
09/03/2018,BROOKLYN,,False,40.66479663,-73.93149878,11213
09/04/2018,MANHATTAN,MULTI DWELL - APT BUILD,True,40.78872009,-73.93999542,10029
09/04/2018,BROOKLYN,MULTI DWELL - APT BUILD,True,40.69740026,-73.95130203,11206
09/04/2018,BROOKLYN,MULTI DWELL - APT BUILD,False,40.69740026,-73.95130203,11206
09/04/2018,BROOKLYN,MULTI DWELL - APT BUILD,False,40.69740026,-73.95130203,11206
09/04/2018,BRONX,,False,40.81760872,-73.91908001,10454
09/04/2018,BROOKLYN,MULTI DWELL - APT BUILD,True,40.69740026,-73.95130203,11206
09/04/2018,MANHATTAN,,False,40.85400562,-73.93031211,10033
09/05/2018,BRONX,,True,40.84150084,-73.9104613,10452
09/05/2018,BROOKLYN,,False,40.67081798,-73.93510873,11213
09/06/2018,BRONX,,False,40.85857537,-73.90673808,10453
09/06/2018,BROOKLYN,,False,40.62330323,-73.93172395,11210
09/07/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.68256506,-73.98504421,11217
09/07/2018,QUEENS,,False,40.65741987,-73.7283886,11422
09/07/2018,BRONX,,False,40.84727634,-73.91044223,10453
09/08/2018,QUEENS,,False,40.66064636,-73.73910874,11422
09/09/2018,BRONX,,False,40.81978553,-73.92682713,10451
09/09/2018,BROOKLYN,,True,40.64292566,-73.95404116,11226
09/12/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.70534668,-73.94115677,11206
09/12/2018,BROOKLYN,,False,40.67332337,-73.91539004,11233
09/12/2018,BROOKLYN,,False,40.65140686,-73.93761448,11203
09/12/2018,BROOKLYN,,False,40.6762029,-73.95959677,11238
09/13/2018,QUEENS,,True,40.65908797,-73.73743931,11422
09/13/2018,BROOKLYN,,False,40.71115214,-73.95876986,11211
09/14/2018,QUEENS,,True,40.68925451,-73.82447201,11419
09/14/2018,BROOKLYN,,False,40.66277376,-73.91822705,11212
09/14/2018,BRONX,,False,40.86743923,-73.893345,10468
09/15/2018,BRONX,,False,40.87862812,-73.90055934,10463
09/15/2018,BRONX,,False,40.84814216,-73.88883795,10457
09/15/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.66940551,-73.86364087,11208
09/15/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.67119128,-73.90953096,11212
09/15/2018,BROOKLYN,MULTI DWELL - APT BUILD,True,40.68578407,-73.86779426,11421
09/16/2018,BROOKLYN,,False,40.67238409,-73.93912764,11213
09/17/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.67572745,-73.92149748,11233
09/17/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,True,40.6842808,-73.98934396,11201
09/17/2018,BRONX,,False,40.85858324,-73.90869494,10453
09/18/2018,BROOKLYN,,False,40.71693057,-73.94183623,11211
09/18/2018,MANHATTAN,,False,40.81157524,-73.94272167,10037
09/19/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.81348255,-73.91022714,10455
09/19/2018,BROOKLYN,,False,40.66769534,-73.89580739,11207
09/19/2018,BRONX,,False,40.8255634,-73.92666834,10451
09/19/2018,BRONX,,False,40.8255634,-73.92666834,10451
09/20/2018,MANHATTAN,,False,40.80538609,-73.95358945,10027
09/20/2018,BROOKLYN,,False,40.66338185,-73.88666529,11207
09/20/2018,MANHATTAN,,False,40.80556055,-73.94718968,10027
09/21/2018,BRONX,,False,40.8176582,-73.90579737,10455
09/21/2018,BROOKLYN,,True,40.6682951,-73.91134176,11212
09/21/2018,QUEENS,MULTI DWELL - APT BUILD,True,40.77170104,-73.89303981,11370
09/21/2018,QUEENS,MULTI DWELL - APT BUILD,False,40.77170104,-73.89303981,11370
09/21/2018,BROOKLYN,,False,40.6894643,-73.92402909,11221
09/21/2018,QUEENS,MULTI DWELL - APT BUILD,True,40.77170104,-73.89303981,11370
09/21/2018,QUEENS,MULTI DWELL - APT BUILD,False,40.77170104,-73.89303981,11370
09/21/2018,QUEENS,MULTI DWELL - PUBLIC HOUS,False,40.77445643,-73.932563,11102
09/22/2018,BROOKLYN,,False,40.65758812,-73.9290549,11212
09/22/2018,BROOKLYN,,False,40.65758812,-73.9290549,11212
09/22/2018,BRONX,,False,40.8264281,-73.91496502,10456
09/23/2018,BROOKLYN,,False,40.7007844,-73.91333014,11237
09/23/2018,BRONX,,False,40.84074025,-73.88565118,10459
09/23/2018,BRONX,,False,40.84074025,-73.88565118,10459
09/24/2018,BRONX,,True,40.8692623,-73.84391,10469
09/24/2018,STATEN ISLAND,GROCERY/BODEGA,False,40.63739845,-74.16071284,10303
09/25/2018,QUEENS,,True,40.6863282,-73.75945139,11412
09/26/2018,BRONX,,False,40.83039997,-73.89693569,10459
09/26/2018,BRONX,,False,40.81656437,-73.89849796,10455
09/26/2018,QUEENS,,True,40.67348312,-73.80539763,11420
09/27/2018,BRONX,PVT HOUSE,False,40.89132336,-73.85321722,10466
09/27/2018,BROOKLYN,,False,40.6515467,-73.93473759,11203
09/28/2018,QUEENS,,False,40.68741385,-73.77662588,11434
09/29/2018,BRONX,,False,40.84932073,-73.9123588,10453
09/29/2018,BROOKLYN,,False,40.65276294,-73.88628398,11239
09/29/2018,BROOKLYN,,False,40.64384399,-73.94882615,11203
09/30/2018,QUEENS,,True,40.75690531,-73.87266585,11369
10/01/2018,BROOKLYN,,False,40.69226381,-73.98774386,11201
10/01/2018,QUEENS,,True,40.77159727,-73.83649425,11354
10/01/2018,BROOKLYN,,False,40.69226381,-73.98774386,11201
10/01/2018,QUEENS,,True,40.77159727,-73.83649425,11354
10/01/2018,MANHATTAN,,False,40.80867476,-73.9486536,10027
10/01/2018,BRONX,,False,40.89547768,-73.85571489,10466
10/02/2018,BROOKLYN,,False,40.63219385,-73.8944798,11236
10/02/2018,BRONX,GROCERY/BODEGA,False,40.85998547,-73.90078786,10458
10/03/2018,BROOKLYN,,False,40.66109624,-73.91970486,11212
10/03/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.67005536,-73.92117364,11233
10/03/2018,STATEN ISLAND,GROCERY/BODEGA,False,40.61485179,-74.0851148,10304
10/03/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.69293017,-73.93790784,11221
10/03/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.84118337,-73.87989224,10460
10/03/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.84118337,-73.87989224,10460
10/03/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.84118337,-73.87989224,10460
10/04/2018,STATEN ISLAND,,False,40.62651717,-74.11655257,10310
10/04/2018,BRONX,COMMERCIAL BLDG,True,40.84144936,-73.90445153,10457
10/04/2018,BRONX,,False,40.88443295,-73.85896271,10466
10/05/2018,BROOKLYN,BAR/NIGHT CLUB,False,40.67740188,-73.98608615,11217
10/05/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.84735329,-73.92210277,10033
10/05/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.84735329,-73.92210277,10033
10/05/2018,BRONX,HOSPITAL,False,40.81770876,-73.92397324,10451
10/05/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.82308999,-73.90298906,10456
10/05/2018,BROOKLYN,,True,40.67209087,-73.89015653,11207
10/05/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,True,40.67575488,-74.0052467,11231
10/05/2018,BRONX,,False,40.84922555,-73.92080838,10033
10/06/2018,BRONX,,False,40.84663748,-73.91605151,10453
10/06/2018,BRONX,,False,40.84639969,-73.91719735,10453
10/06/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,False,40.81476311,-73.95880661,10115
10/06/2018,BRONX,,False,40.84663748,-73.91605151,10453
10/07/2018,BROOKLYN,,True,40.70237056,-73.91290611,11237
10/07/2018,QUEENS,BAR/NIGHT CLUB,True,40.69469502,-73.84819441,11421
10/07/2018,BRONX,,False,40.84213001,-73.88206783,10460
10/08/2018,BRONX,,False,40.80806242,-73.92248176,10454
10/08/2018,BROOKLYN,,True,40.63344968,-73.94773773,11210
10/09/2018,QUEENS,,True,40.68345396,-73.77430341,11434
10/09/2018,BRONX,,False,40.88731363,-73.84727176,10466
10/10/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.82421788,-73.88863109,10459
10/10/2018,BRONX,,False,40.83127038,-73.91426751,10456
10/10/2018,BRONX,,False,40.82283734,-73.91657112,10456
10/11/2018,BROOKLYN,,False,40.64258249,-73.89795096,11236
10/15/2018,BRONX,MULTI DWELL - APT BUILD,False,40.86575159,-73.90186321,10468
10/15/2018,BRONX,,True,40.86730016,-73.87047497,10467
10/15/2018,BRONX,,False,40.85761269,-73.89312398,10458
10/15/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.67322434,-73.89138127,11207
10/16/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.8235055,-73.86407777,10473
10/16/2018,BROOKLYN,,False,40.59712087,-73.94125102,11229
10/16/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.8235055,-73.86407777,10473
10/16/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.8235055,-73.86407777,10473
10/16/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.8235055,-73.86407777,10473
10/17/2018,BRONX,ATM,False,40.81446259,-73.86588134,10473
10/17/2018,BROOKLYN,,False,40.65758812,-73.9290549,11212
10/19/2018,MANHATTAN,,False,40.85640643,-73.92920026,10040
10/19/2018,MANHATTAN,,False,40.85640643,-73.92920026,10040
10/20/2018,QUEENS,BAR/NIGHT CLUB,False,40.69628408,-73.80435942,11435
10/20/2018,BRONX,,False,40.88329343,-73.88319184,10470
10/23/2018,BRONX,MULTI DWELL - PUBLIC HOUS,True,40.83665364,-73.90714487,10456
10/23/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.83665364,-73.90714487,10456
10/23/2018,BRONX,MULTI DWELL - PUBLIC HOUS,True,40.83665364,-73.90714487,10456
10/23/2018,BRONX,MULTI DWELL - PUBLIC HOUS,False,40.83665364,-73.90714487,10456
10/23/2018,BROOKLYN,,False,40.66141618,-73.94128833,11225
10/23/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,False,40.86285062,-73.92134236,10040
10/23/2018,MANHATTAN,MULTI DWELL - PUBLIC HOUS,False,40.7982799,-73.93277002,10035
10/24/2018,BROOKLYN,MULTI DWELL - APT BUILD,False,40.67792843,-73.92835795,11233
10/25/2018,BRONX,,False,40.88247304,-73.88085192,10470
10/25/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.6760525,-73.93461244,11213
10/26/2018,BRONX,,False,40.88311966,-73.90332187,10463
10/26/2018,BRONX,,False,40.88311966,-73.90332187,10463
10/26/2018,BROOKLYN,PVT HOUSE,True,40.58406476,-73.93635971,11235
10/26/2018,STATEN ISLAND,,False,40.55700846,-74.18015194,10312
10/28/2018,BROOKLYN,MULTI DWELL - PUBLIC HOUS,False,40.67541832,-73.93753997,11213
10/28/2018,BRONX,,False,40.87331022,-73.8536389,10469
